Hood,Distance,Time
0,1.90685166,1.3
0,2.08685638,1.24
0,2.5067006,1.18
0,2.9760926,1.26
0,3.4569146,1.13
0,4.1884346,1.09
0,4.6075346,1.27
0,5.1282346,1.04
0,6.8292726,1.15
0,7.4421746,1.11
